source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,site_research_status,site_research_basis,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id,source_series_event_note
HOU-R-01022,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1986-12-05,vs. Mississippi Valley State,mississippi-valley-state,Mississippi Valley State,Yes,78,69,W,0,,,VS,NEUTRAL,ASU Activity Center,Desert Financial Arena,Tempe,AZ,,,REGULAR_SEASON,,printed page 167,D5 | W 78-69 | vs. Mississippi Valley State,resolved,,,"Stage 6 self-challenge repair: 1986 Kactus Klassic exact site recovered as ASU Activity Center, reconciled to project physical identity Desert Financial Arena; H/A/N unchanged.",,,,,
HOU-R-01023,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1986-12-06,at Arizona State,arizona-state,Arizona State,Yes,83,66,W,0,,,AT,OPPONENT_HOME,ASU Activity Center,Desert Financial Arena,Tempe,AZ,,,REGULAR_SEASON,,printed page 167,D6 | W 83-66 | at Arizona State,resolved,,,"Stage 6 self-challenge repair: 1986 Kactus Klassic exact site recovered as ASU Activity Center, reconciled to project physical identity Desert Financial Arena; H/A/N unchanged.",,,,,
HOU-R-01024,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1986-12-08,at Long Beach State,long-beach-state,Long Beach State,Yes,65,71,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,D8 | L 65-71 | at Long Beach State,resolved,,,,,,,,
HOU-R-01025,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1986-12-13,New Orleans,new-orleans,New Orleans,Yes,83,75,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,D13 W 83-75 | New Orleans,resolved,,,,,,,,
HOU-R-01026,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1986-12-20,at West Texas A&M,west-texas-a-m,West Texas A&M,No,66,68,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,D20 L 66-68 | at West Texas A&M,resolved,,,,,,,,
HOU-R-01027,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1986-12-28,vs. Villanova,villanova,Villanova,Yes,60,63,L,0,,,VS,NEUTRAL,,Caesars Superdome,New Orleans,LA,,,REGULAR_SEASON,,printed page 167,D28 L 60-63 | vs. Villanova,resolved,,,,,,,,
HOU-R-01028,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1986-12-29,vs. Vanderbilt,vanderbilt,Vanderbilt,Yes,73,72,W,0,,,VS,NEUTRAL,,Caesars Superdome,New Orleans,LA,,,REGULAR_SEASON,,printed page 167,D29 W 73-72 | vs. Vanderbilt,resolved,,,,,,,,
HOU-R-01029,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-03,* Texas Tech,texas-tech,Texas Tech,Yes,68,45,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,J3 | W 68-45 | * Texas Tech,resolved,,,,,,,,
HOU-R-01030,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-05,UT Rio Grande Valley,ut-rio-grande-valley,UT Rio Grande Valley,Yes,87,37,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,J5 | W 87-37 | UT Rio Grande Valley,resolved,,,,,,,,
HOU-R-01031,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-10,* at Rice,rice,Rice,Yes,71,36,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,J10 W 71-36 | * at Rice,resolved,,,,,,,,
HOU-R-01032,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-17,* Arkansas,arkansas,Arkansas,Yes,60,55,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,J17 W 60-55 | * Arkansas,resolved,,,,,,,,
HOU-R-01033,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-19,* at Texas A&M,texas-a-m,Texas A&M,Yes,45,57,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,J19 L 45-57 | * at Texas A&M,resolved,,,,,,,,
HOU-R-01034,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-21,* at SMU,smu,SMU,Yes,75,65,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,J21 W 75-65 | * at SMU,resolved,,,,,,,,
HOU-R-01035,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-24,* #19/ TCU,tcu,TCU,Yes,56,62,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,J24 L 56-62 | * #19/ TCU,resolved,,,,,,,,
HOU-R-01036,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-26,* Baylor,baylor,Baylor,Yes,62,67,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,J26 L 62-67 | * Baylor,resolved,,,,,,,,
HOU-R-01037,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-28,* Texas,texas,Texas,Yes,65,59,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,J28 W 65-59 | * Texas,resolved,,,,,,,,
HOU-R-01038,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-01-31,* at Texas Tech,texas-tech,Texas Tech,Yes,55,56,L,1,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,J31 L 55-56 (OT) | * at Texas Tech,resolved,,,,,,,,
HOU-R-01039,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-03,Louisiana,louisiana,Louisiana,Yes,75,51,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,F3 | W 75-51 | Louisiana,resolved,,,,,,,,
HOU-R-01040,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-07,* Rice,rice,Rice,Yes,76,62,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,F7 | W 76-62 | * Rice,resolved,,,,,,,,
HOU-R-01041,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-11,* at Arkansas,arkansas,Arkansas,Yes,57,54,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,F11 W 57-54 | * at Arkansas,resolved,,,,,,,,
HOU-R-01042,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-14,* at Baylor,baylor,Baylor,Yes,57,63,L,1,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,F14 L 57-63 (OT) | * at Baylor,resolved,,,,,,,,
HOU-R-01043,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-18,* Texas A&M,texas-a-m,Texas A&M,Yes,67,46,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,F18 W 67-46 | * Texas A&M,resolved,,,,,,,,
HOU-R-01044,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-22,* SMU,smu,SMU,Yes,73,79,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 167,F22 L 73-79 | * SMU,resolved,,,,,,,,
HOU-R-01045,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-25,* at #15/ TCU,tcu,TCU,Yes,84,65,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,F25 W 84-65 | * at #15/ TCU,resolved,,,,,,,,
HOU-R-01046,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-02-28,* at Texas,texas,Texas,Yes,64,65,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 167,F28 L 64-65 | * at Texas,resolved,,,,,,,,
HOU-R-01047,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-03-06,vs. Texas,texas,Texas,Yes,59,49,W,0,,,VS,NEUTRAL,,Reunion Arena,Dallas,TX,Southwest Conference Tournament,,CONFERENCE_TOURNAMENT,,printed page 167,M6 W 59-49 | vs. Texas,resolved,,,,,,,,
HOU-R-01048,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-03-07,vs. Baylor,baylor,Baylor,Yes,52,54,L,0,,,VS,NEUTRAL,,Reunion Arena,Dallas,TX,Southwest Conference Tournament,,CONFERENCE_TOURNAMENT,,printed page 167,M7 | L 52-54 | vs. Baylor,resolved,,,,,,,,
HOU-R-01049,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1986-1987,1987,1987-03-13,vs. #20/ Kansas,kansas,Kansas,Yes,55,66,L,0,,,VS,NEUTRAL,,Omni Coliseum,Atlanta,GA,NCAA Tournament,,NCAA_TOURNAMENT,R64,printed page 167,M13 L 55-66 | vs. #20/ Kansas,resolved,,,,,,,,
HOU-R-01050,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1987-11-27,Sam Houston,sam-houston,Sam Houston,Yes,85,71,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,N27 W 85-71 | Sam Houston,resolved,,,,,,,,
HOU-R-01051,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1987-12-05,at UT Rio Grande Valley,ut-rio-grande-valley,UT Rio Grande Valley,Yes,65,59,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,D5 | W 65-59 | at UT Rio Grande Valley,resolved,,,,,,,,
HOU-R-01052,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1987-12-07,Arkansas State,arkansas-state,Arkansas State,Yes,80,72,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,D7 W 80-72 | Arkansas State,resolved,,,,,,,,
HOU-R-01053,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1987-12-12,#17/ UNLV,unlv,UNLV,Yes,69,89,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,D12 L 69-89 | #17/ UNLV,resolved,,,,,,,,
HOU-R-01054,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1987-12-17,at Minnesota,minnesota,Minnesota,Yes,60,65,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,D17 L 60-65 | at Minnesota,resolved,,,,,,,,
HOU-R-01055,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1987-12-20,vs. Drexel,drexel,Drexel,Yes,91,88,W,0,,,VS,NEUTRAL,,Montagne Center,Beaumont,TX,,,REGULAR_SEASON,,printed page 168,D20 W 91-88 | vs. Drexel,resolved,,,,,,,,
HOU-R-01056,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1987-12-21,at Lamar,lamar,Lamar,Yes,71,67,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,D21 W 71-67 | at Lamar,resolved,,,,,,,,
HOU-R-01057,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-02,* at Texas,texas,Texas,Yes,63,65,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J2 | L 63-65 | * at Texas,resolved,,,,,,,,
HOU-R-01058,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-06,at New Orleans,new-orleans,New Orleans,Yes,64,71,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J6 | L 64-71 | at New Orleans,resolved,,,,,,,,
HOU-R-01059,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-09,* Texas Tech,texas-tech,Texas Tech,Yes,72,67,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,J9 | W 72-67 | * Texas Tech,resolved,,,,,,,,
HOU-R-01060,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-13,at Louisiana,louisiana,Louisiana,Yes,101,102,L,2,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J13 L 101-102 (2OT) at Louisiana,resolved,,,,,,,,
HOU-R-01061,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-17,* at TCU,tcu,TCU,Yes,77,57,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J17 W 77-57 | * at TCU,resolved,,,,,,,,
HOU-R-01062,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-19,* SMU,smu,SMU,Yes,65,69,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,J19 L 65-69 | * SMU,resolved,,,,,,,,
HOU-R-01063,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-24,* Texas A&M,texas-a-m,Texas A&M,Yes,67,63,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,J24 W 67-63 | * Texas A&M,resolved,,,,,,,,
HOU-R-01064,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-27,* at Baylor,baylor,Baylor,Yes,59,77,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J27 L 59-77 | * at Baylor,resolved,,,,,,,,
HOU-R-01065,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-01-30,* at Arkansas,arkansas,Arkansas,Yes,62,71,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J30 L 62-71 | * at Arkansas,resolved,,,,,,,,
HOU-R-01066,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-03,* Rice,rice,Rice,Yes,84,67,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,F3 | W 84-67 | * Rice,resolved,,,,,,,,
HOU-R-01067,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-06,at Louisville,louisville,Louisville,Yes,69,73,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,F6 | L 69-73 | at Louisville,resolved,,,,,,,,
HOU-R-01068,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-07,Virginia,virginia,Virginia,Yes,81,58,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,F7 | W 81-58 | Virginia,resolved,,,,,,,,
HOU-R-01069,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-10,* at Texas Tech,texas-tech,Texas Tech,Yes,72,68,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,F10 W 72-68 | * at Texas Tech,resolved,,,,,,,,
HOU-R-01070,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-13,* Texas,texas,Texas,Yes,62,51,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,F13 W 62-51 | * Texas,resolved,,,,,,,,
HOU-R-01071,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-17,* TCU,tcu,TCU,Yes,66,47,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,F17 W 66-47 | * TCU,resolved,,,,,,,,
HOU-R-01072,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-20,* at SMU,smu,SMU,Yes,84,87,L,1,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,F20 L 84-87 (OT) | * at SMU,resolved,,,,,,,,
HOU-R-01073,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-24,* at Texas A&M,texas-a-m,Texas A&M,Yes,73,70,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,F24 W 73-70 | * at Texas A&M,resolved,,,,,,,,
HOU-R-01074,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-02-27,* Baylor,baylor,Baylor,Yes,73,88,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,F27 L 73-88 | * Baylor,resolved,,,,,,,,
HOU-R-01075,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-03-03,* Arkansas,arkansas,Arkansas,Yes,82,77,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,M3 W 82-77 | * Arkansas,resolved,,,,,,,,
HOU-R-01076,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-03-05,* at Rice,rice,Rice,Yes,81,65,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,M5 W 81-65 | * at Rice,resolved,,,,,,,,
HOU-R-01077,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-03-11,vs. Texas,texas,Texas,Yes,72,57,W,0,,,VS,NEUTRAL,,Reunion Arena,Dallas,TX,Southwest Conference Tournament,,CONFERENCE_TOURNAMENT,,printed page 168,M11 W 72-57 | vs. Texas,resolved,,,,,,,,
HOU-R-01078,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-03-12,vs. SMU,smu,SMU,Yes,76,98,L,0,,,VS,NEUTRAL,,Reunion Arena,Dallas,TX,Southwest Conference Tournament,,CONFERENCE_TOURNAMENT,,printed page 168,M12 L 76-98 | vs. SMU,resolved,,,,,,,,
HOU-R-01079,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-03-17,Fordham,fordham,Fordham,Yes,69,61,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,NIT,,NIT,,printed page 168,M17 W 69-67 | Fordham,resolved,,,Stage 3B verified correction: 1988 NIT vs Fordham final 69-61.,,,,,
HOU-R-01080,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1987-1988,1988,1988-03-22,at Colorado State,colorado-state,Colorado State,Yes,61,71,L,0,,,AT,OPPONENT_HOME,,Moby Arena,Fort Collins,CO,NIT,,NIT,,printed page 168,M18 L 61-71 | at Colorado State,resolved,,,Stage 3B verified correction: 1988 NIT at Colorado State played March 22.,,,,,
HOU-R-01081,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-11-26,at Iowa State,iowa-state,Iowa State,Yes,89,82,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,N26 W 89-82 | at Iowa State,resolved,,,,,,,,
HOU-R-01082,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-11-30,at UALR,little-rock,Little Rock,Yes,67,100,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,N30 L 67-100 | at UALR,resolved,,,,,,,,
HOU-R-01083,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-03,Northeastern,northeastern,Northeastern,Yes,69,54,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,D3 W 69-54 | Northeastern,resolved,,,,,,,,
HOU-R-01084,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-05,Northwestern State,northwestern-state,Northwestern State,Yes,96,78,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,D5 W 96-78 | Northwestern State,resolved,,,,,,,,
HOU-R-01085,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-10,at Arkansas State,arkansas-state,Arkansas State,Yes,51,54,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,D10 L 51-54 | at Arkansas State,resolved,,,,,,,,
HOU-R-01086,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-14,Toledo,toledo,Toledo,Yes,75,58,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,D14 W 75-58 | Toledo,resolved,,,,,,,,
HOU-R-01087,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-17,Stephen F. Austin,stephen-f-austin,Stephen F. Austin,Yes,98,74,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,D17 W 98-74 | Stephen F. Austin,resolved,,,,,,,,
HOU-R-01088,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-22,Alcorn State,alcorn-state,Alcorn State,Yes,112,74,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,D22 W 112-74 | Alcorn State,resolved,,,,,,,,
HOU-R-01089,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-28,vs. #17/ Georgia Tech,georgia-tech,Georgia Tech,Yes,78,87,L,0,,,VS,NEUTRAL,,Neal S. Blaisdell Center,Honolulu,HI,,,REGULAR_SEASON,,printed page 168,D28 L 78-87 | vs. #17/ Georgia Tech,resolved,,,,,,,,
HOU-R-01090,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-29,vs. Tulsa,tulsa,Tulsa,Yes,71,75,L,0,,,VS,NEUTRAL,,Neal S. Blaisdell Center,Honolulu,HI,,,REGULAR_SEASON,,printed page 168,D29 L 71-75 | vs. Tulsa,resolved,,,,,,,,
HOU-R-01091,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1988-12-30,vs. Yale,yale,Yale,Yes,66,64,W,0,,,VS,NEUTRAL,,Neal S. Blaisdell Center,Honolulu,HI,,,REGULAR_SEASON,,printed page 168,D30 W 66-64 | vs. Yale,resolved,,,,,,,,
HOU-R-01092,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1989-01-04,* Rice,rice,Rice,Yes,90,75,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,J4 | W 90-75 | * Rice,resolved,,,,,,,,
HOU-R-01093,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1989-01-07,UT Rio Grande Valley,ut-rio-grande-valley,UT Rio Grande Valley,Yes,72,63,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,J7 | W 72-63 | UT Rio Grande Valley,resolved,,,,,,,,
HOU-R-01094,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1989-01-11,* at Texas Tech,texas-tech,Texas Tech,Yes,74,76,L,1,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J11 L 74-76 (OT) | * at Texas Tech,resolved,,,,,,,,
HOU-R-01095,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1989-01-14,* Texas,texas,Texas,Yes,86,88,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,J14 L 86-88 | * Texas,resolved,,,,,,,,
HOU-R-01096,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1989-01-18,* TCU,tcu,TCU,Yes,54,55,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 168,J18 L 54-55 | * TCU,resolved,,,,,,,,
HOU-R-01097,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1989-01-21,* at SMU,smu,SMU,Yes,84,83,W,1,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J21 W 84-83 (OT) | * at SMU,resolved,,,,,,,,
HOU-R-01098,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1988-1989,1989,1989-01-25,* at Texas A&M,texas-a-m,Texas A&M,Yes,71,69,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 168,J25 W 71-69 | * at Texas A&M,resolved,,,,,,,,
