index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
0,ucla,20th Century-Fox,20th-century-fox,20th Century-Fox,No,13,1939-1940,1948-1949,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
255,ucla,Tennessee,tennessee,Tennessee,Yes,2,1976-1977,2024-2025,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
256,ucla,Tennessee State,tennessee-state,Tennessee State,Yes,1,1993-1994,1993-1994,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
257,ucla,Texas,texas,Texas,Yes,6,1969-1970,2012-2013,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
258,ucla,Texas A&M,texas-a-m,Texas A&M,Yes,5,1961-1962,2016-2017,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
259,ucla,Texas Tech,texas-tech,Texas Tech,Yes,6,1961-1962,2004-2005,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
260,ucla,The Citadel,the-citadel,The Citadel,Yes,1,1971-1972,1971-1972,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
261,ucla,Throop,caltech,Caltech,No,2,1919-1920,1919-1920,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
262,ucla,Tulane,tulane,Tulane,Yes,2,1938-1939,1968-1969,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
263,ucla,Tulsa,tulsa,Tulsa,Yes,6,1960-1961,2013-2014,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
264,ucla,U.S. International,u-s-international,U.S. International,No,1,1984-1985,1984-1985,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
265,ucla,UAB,uab,UAB,Yes,4,1989-1990,2014-2015,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
266,ucla,UC Davis,uc-davis,UC Davis,Yes,5,1939-1940,2022-2023,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
267,ucla,UC Irvine,uc-irvine,UC Irvine,Yes,11,1985-1986,2017-2018,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
268,ucla,UC Riverside,uc-riverside,UC Riverside,Yes,7,2001-2002,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
269,ucla,UC Santa Barbara,uc-santa-barbara,UC Santa Barbara,Yes,22,1946-1947,2019-2020,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
270,ucla,UCF,ucf,UCF,Yes,1,2025-2026,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
271,ucla,UConn,uconn,UConn,Yes,1,2025-2026,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
272,ucla,UNC Asheville,unc-asheville,UNC Asheville,Yes,1,2022-2023,2022-2023,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
273,ucla,Universal Pictures,universal-pictures,Universal Pictures,No,2,1934-1935,1935-1936,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
274,ucla,UNLV,unlv,UNLV,Yes,7,1993-1994,2021-2022,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
275,ucla,USC,usc,USC,Yes,268,1927-1928,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
276,ucla,Utah,utah,Utah,Yes,29,1928-1929,2023-2024,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
277,ucla,Utah State,utah-state,Utah State,Yes,14,1931-1932,2024-2025,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
278,ucla,UTEP,utep,UTEP,Yes,1,1992-1993,1992-1993,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
279,ucla,Vanderbilt,vanderbilt,Vanderbilt,Yes,1,1995-1996,1995-1996,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
280,ucla,VCU,vcu,VCU,Yes,2,2008-2009,2010-2011,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
281,ucla,Vermont,vermont,Vermont,Yes,1,2003-2004,2003-2004,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
282,ucla,Villanova,villanova,Villanova,Yes,7,1970-1971,2023-2024,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
283,ucla,Virginia,virginia,Virginia,Yes,1,1990-1991,1990-1991,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
284,ucla,VMI,vmi,VMI,Yes,1,1980-1981,1980-1981,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
285,ucla,Wagner,wagner,Wagner,Yes,1,2005-2006,2005-2006,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
286,ucla,Wake Forest,wake-forest,Wake Forest,Yes,2,1961-1962,2015-2016,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
287,ucla,Washington,washington,Washington,Yes,156,1936-1937,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
288,ucla,Washington State,washington-state,Washington State,Yes,134,1936-1937,2023-2024,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
289,ucla,Weber State,weber-state,Weber State,Yes,3,1971-1972,2013-2014,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
290,ucla,West Georgia,west-georgia,West Georgia,Yes,1,2025-2026,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
291,ucla,West Texas State,west-texas-a-m,West Texas A&M,No,2,1951-1952,1953-1954,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
292,ucla,West Virginia,west-virginia,West Virginia,Yes,4,1959-1960,2006-2007,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
293,ucla,Western Illinois,western-illinois,Western Illinois,Yes,2,2004-2005,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
294,ucla,Western Kentucky,western-kentucky,Western Kentucky,Yes,1,2007-2008,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
295,ucla,Western Michigan,western-michigan,Western Michigan,Yes,1,2016-2017,2016-2017,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
296,ucla,Western State,western-michigan,Western Michigan,Yes,1,1940-1941,1940-1941,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
297,ucla,Whittier,whittier,Whittier,No,24,1919-1920,1942-1943,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
298,ucla,Wichita State,wichita-state,Wichita State,Yes,5,1955-1956,1974-1975,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
299,ucla,William and Mary,william-mary,William & Mary,Yes,2,1970-1971,1976-1977,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
300,ucla,Wisconsin,wisconsin,Wisconsin,Yes,10,1948-1949,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
301,ucla,Wyoming,wyoming,Wyoming,Yes,7,1946-1947,2008-2009,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
302,ucla,Xavier,xavier,Xavier,Yes,2,1996-1997,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
303,ucla,Yale,yale,Yale,Yes,2,1963-1964,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
304,ucla,Youngstown State,youngstown-state,Youngstown State,Yes,1,2007-2008,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
