index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id,site_research_status,site_research_basis
1263,MSURAW-01264,mississippi-state,2025-26_record_book,1974-1975,1975,1975-01-25,Tennessee,Tennessee,tennessee,Yes,87,97,L,0,,,H,SOURCE_PROGRAM_HOME,McCarthy Gymnasium,McCarthy Gymnasium,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/25 Tennessee [SEC]   L 97-87 5-10 • 1-6,resolved,,,,,,,
1264,MSURAW-01265,mississippi-state,2025-26_record_book,1974-1975,1975,1975-01-27,Ole Miss,Ole Miss,ole-miss,Yes,100,80,W,0,,,H,SOURCE_PROGRAM_HOME,McCarthy Gymnasium,McCarthy Gymnasium,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/27 Ole Miss [SEC]  W  100-80 6-10 • 2-6,resolved,,,,,,,
1265,MSURAW-01266,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-01,Kentucky,Kentucky,kentucky,Yes,79,112,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/01 at [5] Kentucky [SEC]   L 112-79 6-11 • 2-7,resolved,,,,,,,
1266,MSURAW-01267,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-03,Florida,Florida,florida,Yes,104,107,L,2,,,H,SOURCE_PROGRAM_HOME,McCarthy Gymnasium,McCarthy Gymnasium,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/03 Florida [SEC]   L 107-104 • 2OT 6-12 • 2-8,resolved,,,,,,,
1267,MSURAW-01268,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-08,Vanderbilt,Vanderbilt,vanderbilt,Yes,72,76,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/08 at Vanderbilt [SEC]   L 76-72 6-13 • 2-9,resolved,,,,,,,
1268,MSURAW-01269,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-10,Alabama,Alabama,alabama,Yes,68,83,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/10 at [7] Alabama [SEC]   L 83-68 6-14 • 2-10,resolved,,,,,,,
1269,MSURAW-01270,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-15,LSU,LSU,lsu,Yes,79,71,W,0,,,H,SOURCE_PROGRAM_HOME,McCarthy Gymnasium,McCarthy Gymnasium,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/15 LSU [SEC]  W  79-71 7-14 • 3-10,resolved,,,,,,,
1270,MSURAW-01271,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-17,Georgia,Georgia,georgia,Yes,77,71,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/17 at Georgia [SEC]  W  77-71 8-14 • 4-10,resolved,,,,,,,
1271,MSURAW-01272,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-22,Auburn,Auburn,auburn,Yes,74,78,L,0,,,H,SOURCE_PROGRAM_HOME,McCarthy Gymnasium,McCarthy Gymnasium,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/22 Auburn [SEC]   L 78-74 8-15 • 4-11,resolved,,,,,,,
1272,MSURAW-01273,mississippi-state,2025-26_record_book,1974-1975,1975,1975-02-24,Tennessee,Tennessee,tennessee,Yes,83,109,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/24 at Tennessee [SEC]   L 109-83 8-16 • 4-12,resolved,,,,,,,
1273,MSURAW-01274,mississippi-state,2025-26_record_book,1974-1975,1975,1975-03-01,Ole Miss,Ole Miss,ole-miss,Yes,84,78,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,03/01 at Ole Miss [SEC]  W  84-78 9-16 • 5-12,resolved,,,,,,,
1274,MSURAW-01275,mississippi-state,2025-26_record_book,1974-1975,1975,1975-03-08,Kentucky,Kentucky,kentucky,Yes,80,118,L,0,,,H,SOURCE_PROGRAM_HOME,McCarthy Gymnasium,McCarthy Gymnasium,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,03/08 [6] Kentucky [SEC]   L 118-80 9-17 • 5-13,resolved,,,,,,,
1275,MSURAW-01276,mississippi-state,2025-26_record_book,1975-1976,1976,1975-12-01,Indiana State,Indiana State,indiana-state,Yes,85,82,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/01 Indiana State  W  85-82 1-0,resolved,,,,,,,
1276,MSURAW-01277,mississippi-state,2025-26_record_book,1975-1976,1976,1975-12-04,Chicago State,Chicago State,chicago-state,Yes,113,81,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/04 Chicago State  W  113-81 2-0,resolved,,,,,,,
1277,MSURAW-01278,mississippi-state,2025-26_record_book,1975-1976,1976,1975-12-06,ULL • Louisiana-Lafayette,Louisiana,louisiana,Yes,96,75,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/06 ULL • Louisiana-Lafayette  W  96-75 3-0,resolved,,,,,,,
1278,MSURAW-01279,mississippi-state,2025-26_record_book,1975-1976,1976,1975-12-17,Evansville,Evansville,evansville,Yes,73,85,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,12/17 at Evansville   L 85-73 3-1,resolved,,,,,,,
1279,MSURAW-01280,mississippi-state,2025-26_record_book,1975-1976,1976,1975-12-19,Dayton,Dayton,dayton,Yes,56,54,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,12/19 at Dayton  W  56-54 4-1,resolved,,,,,,,
1280,MSURAW-01281,mississippi-state,2025-26_record_book,1975-1976,1976,1975-12-20,Long Beach State,Long Beach State,long-beach-state,Yes,70,57,W,0,,,N,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p. 326,12/20 vs. Long Beach State  W  70-57 5-1,resolved,,,,,,,
1281,MSURAW-01282,mississippi-state,2025-26_record_book,1975-1976,1976,1975-12-29,Samford,Samford,samford,Yes,77,57,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/29 Samford  W  77-57 6-1,resolved,,,,,,,
1282,MSURAW-01283,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-03,Kentucky,Kentucky,kentucky,Yes,77,73,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/03 Kentucky [SEC]  W  77-73 7-1 • 1-0,resolved,,,,,,,
1283,MSURAW-01284,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-05,Vanderbilt,Vanderbilt,vanderbilt,Yes,66,71,L,1,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/05 Vanderbilt [SEC]   L 71-66 • OT 7-2 • 1-1,resolved,,,,,,,
1284,MSURAW-01285,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-10,Florida,Florida,florida,Yes,78,90,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/10 at Florida [SEC]    L 90-78 7-3 • 1-2,resolved,,,,,,,
1285,MSURAW-01286,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-12,Auburn,Auburn,auburn,Yes,70,75,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/12 at Auburn [SEC]   L 75-70 7-4 • 1-3,resolved,,,,,,,
1286,MSURAW-01287,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-17,Ole Miss,Ole Miss,ole-miss,Yes,65,54,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/17 Ole Miss [SEC]  W  65-54 8-4 • 2-3,resolved,,,,,,,
1287,MSURAW-01288,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-19,LSU,LSU,lsu,Yes,90,83,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/19 LSU [SEC]  W  90-83 9-4 • 3-3,resolved,,,,,,,
1288,MSURAW-01289,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-24,Alabama,Alabama,alabama,Yes,81,92,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/24 at [12] Alabama [SEC]   L 92-81 9-5 • 3-4,resolved,,,,,,,
1289,MSURAW-01290,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-27,Missouri Western State,Missouri Western,missouri-western,No,87,71,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/27 Missouri Western State  W  87-71 10-5,resolved,,,,,,,
1290,MSURAW-01291,mississippi-state,2025-26_record_book,1975-1976,1976,1976-01-31,Georgia,Georgia,georgia,Yes,73,85,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/31 at Georgia [SEC]   L 85-73 10-6 • 3-5,resolved,,,,,,,
1291,MSURAW-01292,mississippi-state,2025-26_record_book,1975-1976,1976,1976-02-02,Tennessee,Tennessee,tennessee,Yes,66,75,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/02 at [9] Tennessee [SEC]   L 75-66 10-7 • 3-6,resolved,,,,,,,
1292,MSURAW-01293,mississippi-state,2025-26_record_book,1975-1976,1976,1976-02-07,Florida,Florida,florida,Yes,71,78,L,1,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/07 Florida [SEC]   L 78-71 • OT 10-8 • 3-7,resolved,,,,,,,
1293,MSURAW-01294,mississippi-state,2025-26_record_book,1975-1976,1976,1976-02-09,Auburn,Auburn,auburn,Yes,75,74,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/09 Auburn [SEC]  W  75-74 11-8 • 4-7,resolved,,,,,,,
1294,MSURAW-01295,mississippi-state,2025-26_record_book,1975-1976,1976,1976-02-14,Ole Miss,Ole Miss,ole-miss,Yes,76,66,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/14 at Ole Miss [SEC]  W  76-66 12-8 • 5-7,resolved,,,,,,,
1295,MSURAW-01296,mississippi-state,2025-26_record_book,1975-1976,1976,1976-02-16,LSU,LSU,lsu,Yes,69,80,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/16 at LSU [SEC]   L 80-69 12-9 • 5-8,resolved,,,,,,,
1296,MSURAW-01297,mississippi-state,2025-26_record_book,1975-1976,1976,1976-02-21,Alabama,Alabama,alabama,Yes,61,65,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/21 [10] Alabama [SEC]   L 65-61 12-10 • 5-9,resolved,,,,,,,
1297,MSURAW-01298,mississippi-state,2025-26_record_book,1975-1976,1976,1976-02-28,Georgia,Georgia,georgia,Yes,90,79,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/28 Georgia [SEC]  W  90-79 13-10 • 6-9,resolved,,,,,,,
1298,MSURAW-01299,mississippi-state,2025-26_record_book,1975-1976,1976,1976-03-01,Tennessee,Tennessee,tennessee,Yes,76,78,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,03/01 [11] Tennessee [SEC]   L 78-76 13-11 • 6-10,resolved,,,,,,,
1299,MSURAW-01300,mississippi-state,2025-26_record_book,1975-1976,1976,1976-03-06,Vanderbilt,Vanderbilt,vanderbilt,Yes,75,76,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,03/06 at Vanderbilt [SEC]   L 76-75 13-12 • 6-11,resolved,,,,,,,
1300,MSURAW-01301,mississippi-state,2025-26_record_book,1975-1976,1976,1976-03-08,Kentucky,Kentucky,kentucky,Yes,93,94,L,1,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,03/08 at Kentucky [SEC]   L 94-93 • OT 13-13 • 6-12,resolved,,,,,,,
1301,MSURAW-01302,mississippi-state,2025-26_record_book,1976-1977,1977,1976-11-27,Kentucky Wesleyan College,Kentucky Wesleyan,kentucky-wesleyan,No,89,49,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,11/27 Kentucky Wesleyan College  W  89-49 1-0,resolved,,,,,,,
1302,MSURAW-01303,mississippi-state,2025-26_record_book,1976-1977,1977,1976-11-29,New Orleans,New Orleans,new-orleans,Yes,86,83,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,11/29 New Orleans  W  86-83 2-0,resolved,,,,,,,
1303,MSURAW-01304,mississippi-state,2025-26_record_book,1976-1977,1977,1976-12-01,Troy,Troy,troy,Yes,87,69,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/01 Troy  W  87-69 3-0,resolved,,,,,,,
1304,MSURAW-01305,mississippi-state,2025-26_record_book,1976-1977,1977,1976-12-02,Southern Miss,Southern Miss,southern-miss,Yes,96,72,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/02 Southern Miss  W  96-72 4-0,resolved,,,,,,,
1305,MSURAW-01306,mississippi-state,2025-26_record_book,1976-1977,1977,1976-12-06,ULL • Louisiana-Lafayette,Louisiana,louisiana,Yes,78,72,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,12/06 at ULL • Louisiana-Lafayette   W  78-72 5-0,resolved,,,,,,,
1306,MSURAW-01307,mississippi-state,2025-26_record_book,1976-1977,1977,1976-12-09,Truman State,Truman State,truman-state,No,107,58,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/09 Truman State  W  107-58 6-0,resolved,,,,,,,
1307,MSURAW-01308,mississippi-state,2025-26_record_book,1976-1977,1977,1976-12-11,Texas,Texas,texas,Yes,91,89,W,1,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/11 Texas  W  91-89 • OT 7-0,resolved,,,,,,,
1308,MSURAW-01309,mississippi-state,2025-26_record_book,1976-1977,1977,1976-12-28,Wake Forest,Wake Forest,wake-forest,Yes,88,83,W,0,,,N,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p. 326,12/28 vs. [7] Wake Forest  W  88-83 8-0,resolved,,,,,,,
1309,MSURAW-01310,mississippi-state,2025-26_record_book,1976-1977,1977,1976-12-29,Old Dominion,Old Dominion,old-dominion,Yes,78,82,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,12/29 at Old Dominion   L 82-78 8-1,resolved,,,,,,,
1310,MSURAW-01311,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-03,Florida,Florida,florida,Yes,75,97,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/03 at Florida [SEC]   L 97-75 8-2 • 0-1,resolved,,,,,,,
1311,MSURAW-01312,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-05,Auburn,Auburn,auburn,Yes,81,79,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/05 at Auburn [SEC]  W  81-79 9-2 • 1-1,resolved,,,,,,,
1312,MSURAW-01313,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-08,Ole Miss,Ole Miss,ole-miss,Yes,85,49,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/08 Ole Miss [SEC]  W  85-49 10-2 • 2-1,resolved,,,,,,,
1313,MSURAW-01314,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-12,LSU,LSU,lsu,Yes,80,77,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/12 LSU [SEC]  W  80-77 11-2 • 3-1,resolved,,,,,,,
1314,MSURAW-01315,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-15,Alabama,Alabama,alabama,Yes,63,65,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/15 [4] Alabama [SEC]   L 65-63 11-3 • 3-2,resolved,,,,,,,
1315,MSURAW-01316,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-22,Georgia,Georgia,georgia,Yes,73,82,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/22 at Georgia [SEC]    L 82-73 11-4 • 3-3,resolved,,,,,,,
1316,MSURAW-01317,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-24,Tennessee,Tennessee,tennessee,Yes,59,68,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/24 at [14] Tennessee [SEC]   L 68-59 11-5 • 3-4,resolved,,,,,,,
1317,MSURAW-01318,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-29,Vanderbilt,Vanderbilt,vanderbilt,Yes,102,77,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/29 Vanderbilt [SEC]  W  102-77 12-5 • 4-4,resolved,,,,,,,
1318,MSURAW-01319,mississippi-state,2025-26_record_book,1976-1977,1977,1977-01-31,Kentucky,Kentucky,kentucky,Yes,85,92,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/31 [6] Kentucky [SEC]   L 92-85 12-6 • 4-5,resolved,,,,,,,
1319,MSURAW-01320,mississippi-state,2025-26_record_book,1976-1977,1977,1977-02-05,Ole Miss,Ole Miss,ole-miss,Yes,67,82,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/05 at Ole Miss [SEC]   L 82-67 12-7 • 4-6,resolved,,,,,,,
1320,MSURAW-01321,mississippi-state,2025-26_record_book,1976-1977,1977,1977-02-07,LSU,LSU,lsu,Yes,66,71,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/07 at LSU [SEC]   L 71-66 12-8 • 4-7,resolved,,,,,,,
1321,MSURAW-01322,mississippi-state,2025-26_record_book,1976-1977,1977,1977-02-12,Alabama,Alabama,alabama,Yes,69,73,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/12 at [7] Alabama [SEC]   L 73-69 12-9 • 4-8,resolved,,,,,,,
1322,MSURAW-01323,mississippi-state,2025-26_record_book,1976-1977,1977,1977-02-19,Georgia,Georgia,georgia,Yes,98,69,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/19 Georgia [SEC]  W  98-69 13-9 • 5-8,resolved,,,,,,,
1323,MSURAW-01324,mississippi-state,2025-26_record_book,1976-1977,1977,1977-02-21,Tennessee,Tennessee,tennessee,Yes,68,76,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,02/21 [14] Tennessee [SEC]   L 76-68 13-10 • 5-9,resolved,,,,,,,
1324,MSURAW-01325,mississippi-state,2025-26_record_book,1976-1977,1977,1977-02-26,Vanderbilt,Vanderbilt,vanderbilt,Yes,66,68,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/26 at Vanderbilt [SEC]   L 68-66 13-11 • 5-10,resolved,,,,,,,
1325,MSURAW-01326,mississippi-state,2025-26_record_book,1976-1977,1977,1977-02-28,Kentucky,Kentucky,kentucky,Yes,64,77,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,02/28 at [2] Kentucky [SEC]   L 77-64 13-12 • 5-11,resolved,,,,,,,
1326,MSURAW-01327,mississippi-state,2025-26_record_book,1976-1977,1977,1977-03-05,Florida,Florida,florida,Yes,72,79,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,03/05 Florida [SEC]   L 79-72 13-13 • 5-12,resolved,,,,,,,
1327,MSURAW-01328,mississippi-state,2025-26_record_book,1976-1977,1977,1977-03-07,Auburn,Auburn,auburn,Yes,89,75,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,03/07 Auburn [SEC]  W  89-75 14-13 • 6-12,resolved,,,,,,,
1328,MSURAW-01329,mississippi-state,2025-26_record_book,1977-1978,1978,1977-11-26,Biscayne College,St. Thomas University,st-thomas-university,No,95,78,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,11/26 Biscayne College  W  95-78 1-0,resolved,,,,,,,
1329,MSURAW-01330,mississippi-state,2025-26_record_book,1977-1978,1978,1977-11-28,Arkansas,Arkansas,arkansas,Yes,61,94,L,0,,,N,NEUTRAL,,,Little Rock,AR,,,REGULAR_SEASON,,PDF p. 326,11/28 vs. [7] Arkansas [Little Rock]   L 94-61 1-1,resolved,,,,,,,
1330,MSURAW-01331,mississippi-state,2025-26_record_book,1977-1978,1978,1977-12-03,Texas,Texas,texas,Yes,69,81,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,12/03 at Texas   L 81-69 1-2,resolved,,,,,,,
1331,MSURAW-01332,mississippi-state,2025-26_record_book,1977-1978,1978,1977-12-05,ULM • Louisiana-Monroe,UL Monroe,ul-monroe,Yes,78,89,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/05 ULM • Louisiana-Monroe   L 89-78 1-3,resolved,,,,,,,
1332,MSURAW-01333,mississippi-state,2025-26_record_book,1977-1978,1978,1977-12-07,Birmingham-Southern College,Birmingham-Southern,birmingham-southern,No,81,55,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/07 Birmingham-Southern College  W  81-55 2-3,resolved,,,,,,,
1333,MSURAW-01334,mississippi-state,2025-26_record_book,1977-1978,1978,1977-12-10,Mansfield • Pennsylvania,Mansfield,mansfield,No,74,54,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,12/10 Mansfield • Pennsylvania  W  74-54 3-3,resolved,,,,,,,
1334,MSURAW-01335,mississippi-state,2025-26_record_book,1977-1978,1978,1977-12-19,Southern Miss,Southern Miss,southern-miss,Yes,82,79,W,0,,,N,NEUTRAL,,,Biloxi,MS,,,REGULAR_SEASON,,PDF p. 326,12/19 vs. Southern Miss [Biloxi]  W  82-79 4-3,resolved,,,,,,,
1335,MSURAW-01336,mississippi-state,2025-26_record_book,1977-1978,1978,1977-12-29,Syracuse,Syracuse,syracuse,Yes,66,76,L,0,,,N,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p. 326,12/29 vs. [10] Syracuse   L 76-66 4-4,resolved,,,,,,,
1336,MSURAW-01337,mississippi-state,2025-26_record_book,1977-1978,1978,1977-12-30,Vermont,Vermont,vermont,Yes,79,50,W,0,,,N,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p. 326,12/30 vs. Vermont  W  79-50 5-4,resolved,,,,,,,
1337,MSURAW-01338,mississippi-state,2025-26_record_book,1977-1978,1978,1978-01-02,LSU,LSU,lsu,Yes,84,82,W,1,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/02 LSU [SEC]  W   84-82 • OT  6-4 • 1-0,resolved,,,,,,,
1338,MSURAW-01339,mississippi-state,2025-26_record_book,1977-1978,1978,1978-01-04,Ole Miss,Ole Miss,ole-miss,Yes,73,48,W,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/04 Ole Miss [SEC]  W  73-48 7-4 • 2-0,resolved,,,,,,,
1339,MSURAW-01340,mississippi-state,2025-26_record_book,1977-1978,1978,1978-01-08,Alabama,Alabama,alabama,Yes,59,76,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/08 at Alabama [SEC]   L 76-59 7-5 • 2-1,resolved,,,,,,,
1340,MSURAW-01341,mississippi-state,2025-26_record_book,1977-1978,1978,1978-01-14,Georgia,Georgia,georgia,Yes,57,44,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/14 at Georgia [SEC]  W  57-44 8-5 • 3-1,resolved,,,,,,,
1341,MSURAW-01342,mississippi-state,2025-26_record_book,1977-1978,1978,1978-01-16,Tennessee,Tennessee,tennessee,Yes,70,68,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 326,01/16 at Tennessee [SEC]  W  70-68 9-5 • 4-1,resolved,,,,,,,
1342,MSURAW-01343,mississippi-state,2025-26_record_book,1977-1978,1978,1978-01-21,Kentucky,Kentucky,kentucky,Yes,65,75,L,0,,,H,SOURCE_PROGRAM_HOME,Humphrey Coliseum,Humphrey Coliseum,Starkville,MS,,,REGULAR_SEASON,,PDF p. 326,01/21 [1] Kentucky [SEC]   L 75-65 9-6 • 4-2,resolved,,,,,,,
