index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,site_research_status,site_research_basis,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
1403,UTA-S1-01404,utah,2025_26_record_book_year_by_year,1973-1974,1974,1974-02-28,Colorado State*,Colorado State,colorado-state,Yes,83,82,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.1 (printed history section),02/28 Colorado State* W 83-82,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1404,UTA-S1-01405,utah,2025_26_record_book_year_by_year,1973-1974,1974,1974-03-02,Wyoming*,Wyoming,wyoming,Yes,97,90,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.1 (printed history section),03/02 Wyoming* W 97-90,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1405,UTA-S1-01406,utah,2025_26_record_book_year_by_year,1973-1974,1974,1974-03-17,vs . Rutgers,Rutgers,rutgers,Yes,102,89,W,0,,,vs,NEUTRAL,Madison Square Garden,Madison Square Garden,New York,NY,NIT,First Round,NIT,,PDF p.150 col.1 (printed history section),03/17 vs . Rutgers W 102-89,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah year-by-year postseason section explicitly supplies site/location.,,,,,,
1406,UTA-S1-01407,utah,2025_26_record_book_year_by_year,1973-1974,1974,1974-03-21,vs . Memphis,Memphis,memphis,Yes,92,78,W,0,,,vs,NEUTRAL,Madison Square Garden,Madison Square Garden,New York,NY,NIT,Second Round,NIT,,PDF p.150 col.1 (printed history section),03/21 vs . Memphis W 92-78,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah year-by-year postseason section explicitly supplies site/location.,,,,,,
1407,UTA-S1-01408,utah,2025_26_record_book_year_by_year,1973-1974,1974,1974-03-23,vs . Boston College,Boston College,boston-college,Yes,117,93,W,0,,,vs,NEUTRAL,Madison Square Garden,Madison Square Garden,New York,NY,NIT,Semifinals,NIT,,PDF p.150 col.1 (printed history section),03/23 vs . Boston College W 117-93,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah year-by-year postseason section explicitly supplies site/location.,,,,,,
1408,UTA-S1-01409,utah,2025_26_record_book_year_by_year,1973-1974,1974,1974-03-24,vs . [18] Purdue,Purdue,purdue,Yes,81,87,L,0,,,vs,NEUTRAL,Madison Square Garden,Madison Square Garden,New York,NY,NIT,Championship,NIT,Championship,PDF p.150 col.1 (printed history section),03/24 vs . [18] Purdue L 81-87,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah year-by-year postseason section explicitly supplies site/location.,,,,,,
1409,UTA-S1-01410,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-11-30,Denver,Denver,denver,Yes,119,94,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),11/30 Denver W 119-94,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1410,UTA-S1-01411,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-02,Rutgers,Rutgers,rutgers,Yes,92,89,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/02 Rutgers W 92-89,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1411,UTA-S1-01412,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-04,Loyola Marymount,Loyola Marymount,loyola-marymount,Yes,97,69,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/04 Loyola Marymount W 97-69,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1412,UTA-S1-01413,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-07,at [10] USC,USC,usc,Yes,82,102,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/07 at [10] USC L 82-102,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1413,UTA-S1-01414,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-13,Army,Army,army,Yes,109,84,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/13 Army W 109-84,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1414,UTA-S1-01415,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-14,West Virginia,West Virginia,west-virginia,Yes,90,78,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/14 West Virginia W 90-78,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1415,UTA-S1-01416,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-17,at Utah State,Utah State,utah-state,Yes,88,82,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/17 at Utah State W 88-82,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1416,UTA-S1-01417,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-21,California - Irvine,UC Irvine,uc-irvine,Yes,97,77,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/21 California - Irvine W 97-77,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1417,UTA-S1-01418,utah,2025_26_record_book_year_by_year,1974-1975,1975,1974-12-28,vs . [8] North Carolina,North Carolina,north-carolina,Yes,91,94,L,0,,,vs,NEUTRAL,,,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),12/28 vs . [8] North Carolina L 91-94,resolved,[STAGE1_CORRECTION RAW_ACCEPTED],RESEARCHED_PARTIAL,"Utah year-by-year event heading explicitly supplies neutral location (Salt Lake City, UT); exact physical venue is not safely established by the Stage 3A source evidence.",,,,
1418,UTA-S1-01419,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-01-01,Nevada,Nevada,nevada,Yes,101,77,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),01/01 Nevada W 101-77,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1419,UTA-S1-01420,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-01-04,Utah State,Utah State,utah-state,Yes,83,77,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),01/04 Utah State W 83-77,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1420,UTA-S1-01421,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-01-10,[10] Arizona*,Arizona,arizona,Yes,75,74,W,1,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),01/10 [10] Arizona* W 75-74 (OT),resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1421,UTA-S1-01422,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-01-11,[12] Arizona State*,Arizona State,arizona-state,Yes,93,96,L,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),01/11 [12] Arizona State* L 93-96,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1422,UTA-S1-01423,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-01-18,BYU*,BYU,byu,Yes,91,73,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),01/18 BYU* W 91-73,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1423,UTA-S1-01424,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-01-24,at New Mexico*,New Mexico,new-mexico,Yes,66,76,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),01/24 at New Mexico* L 66-76,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1424,UTA-S1-01425,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-01-25,at UTEP*,UTEP,utep,Yes,61,79,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),01/25 at UTEP* L 61-79,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1425,UTA-S1-01426,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-02-01,Oklahoma City,Oklahoma City,oklahoma-city,No,87,69,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),02/01 Oklahoma City W 87-69,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1426,UTA-S1-01427,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-02-07,Wyoming*,Wyoming,wyoming,Yes,81,64,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),02/07 Wyoming* W 81-64,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1427,UTA-S1-01428,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-02-08,Colorado State*,Colorado State,colorado-state,Yes,71,63,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),02/08 Colorado State* W 71-63,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1428,UTA-S1-01429,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-02-14,at [8] Arizona State*,Arizona State,arizona-state,Yes,90,96,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),02/14 at [8] Arizona State* L 90-96,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1429,UTA-S1-01430,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-02-15,at [19] Arizona*,Arizona,arizona,Yes,89,93,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),02/15 at [19] Arizona* L 89-93,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1430,UTA-S1-01431,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-02-22,at BYU*,BYU,byu,Yes,79,73,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),02/22 at BYU* W 79-73,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1431,UTA-S1-01432,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-02-28,[15] UTEP*,UTEP,utep,Yes,65,71,L,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),02/28 [15] UTEP* L 65-71,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1432,UTA-S1-01433,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-03-01,New Mexico*,New Mexico,new-mexico,Yes,93,76,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),03/01 New Mexico* W 93-76,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1433,UTA-S1-01434,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-03-07,at Colorado State*,Colorado State,colorado-state,Yes,64,85,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),03/07 at Colorado State* L 64-85,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1434,UTA-S1-01435,utah,2025_26_record_book_year_by_year,1974-1975,1975,1975-03-08,at Wyoming*,Wyoming,wyoming,Yes,67,63,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.2 (printed history section),03/08 at Wyoming* W 67-63,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1435,UTA-S1-01436,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-11-28,Idaho,Idaho,idaho,Yes,99,79,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),11/28 Idaho W 99-79,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1436,UTA-S1-01437,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-01,Loyola Marymount,Loyola Marymount,loyola-marymount,Yes,89,79,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/01 Loyola Marymount W 89-79,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1437,UTA-S1-01438,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-06,Utah State,Utah State,utah-state,Yes,64,71,L,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/06 Utah State L 64-71,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1438,UTA-S1-01439,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-12,Denver,Denver,denver,Yes,107,84,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/12 Denver W 107-84,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1439,UTA-S1-01440,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-13,San Diego State,San Diego State,san-diego-state,Yes,98,89,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/13 San Diego State W 98-89,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1440,UTA-S1-01441,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-16,at Weber State,Weber State,weber-state,Yes,87,88,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/16 at Weber State L 87-88,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1441,UTA-S1-01442,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-20,St . Peters (N .J .),Saint Peter's,saint-peter-s,Yes,100,82,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/20 St . Peters (N .J .) W 100-82,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1442,UTA-S1-01443,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-22,California - Irvine,UC Irvine,uc-irvine,Yes,90,55,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/22 California - Irvine W 90-55,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1443,UTA-S1-01444,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-26,at [12] UNLV,UNLV,unlv,Yes,90,107,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/26 at [12] UNLV L 90-107,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1444,UTA-S1-01445,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-29,vs . Harvard,Harvard,harvard,Yes,89,78,W,0,,,vs,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/29 vs . Harvard W 89-78,resolved,[STAGE1_CORRECTION RAW_ACCEPTED],RESEARCHED_UNRESOLVED,Utah year-by-year row and surrounding event/footnote context reviewed; source establishes NEUTRAL but the surviving Stage 3A evidence used does not safely establish a physical venue/location.,,,,
1445,UTA-S1-01446,utah,2025_26_record_book_year_by_year,1975-1976,1976,1975-12-30,vs . Canisius,Canisius,canisius,Yes,91,89,W,0,,,vs,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),12/30 vs . Canisius W 91-89,resolved,[STAGE1_CORRECTION RAW_ACCEPTED],RESEARCHED_UNRESOLVED,Utah year-by-year row and surrounding event/footnote context reviewed; source establishes NEUTRAL but the surviving Stage 3A evidence used does not safely establish a physical venue/location.,,,,
1446,UTA-S1-01447,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-01-03,Weber State,Weber State,weber-state,Yes,88,77,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),01/03 Weber State W 88-77,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1447,UTA-S1-01448,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-01-08,at Utah State,Utah State,utah-state,Yes,82,80,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),01/08 at Utah State W 82-80,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1448,UTA-S1-01449,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-01-16,at Arizona State*,Arizona State,arizona-state,Yes,80,72,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),01/16 at Arizona State* W 80-72,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1449,UTA-S1-01450,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-01-17,at Arizona*,Arizona,arizona,Yes,77,87,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),01/17 at Arizona* L 77-87,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1450,UTA-S1-01451,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-01-24,at BYU*,BYU,byu,Yes,76,74,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),01/24 at BYU* W 76-74,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1451,UTA-S1-01452,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-01-30,UTEP*,UTEP,utep,Yes,53,49,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),01/30 UTEP* W 53-49,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1452,UTA-S1-01453,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-01-31,New Mexico*,New Mexico,new-mexico,Yes,34,32,W,0,,,,SOURCE_PROGRAM_HOME,,Jon M. Huntsman Center,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),01/31 New Mexico* W 34-32,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Utah Athletics states the Special Events Center/Huntsman Center opened in November 1969 and has been Utah basketball's home since; naming changes do not split the physical building.,,,,,,
1453,UTA-S1-01454,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-02-06,at Colorado State*,Colorado State,colorado-state,Yes,82,75,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),02/06 at Colorado State* W 82-75,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
1454,UTA-S1-01455,utah,2025_26_record_book_year_by_year,1975-1976,1976,1976-02-07,at Wyoming*,Wyoming,wyoming,Yes,87,69,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.150 col.3 (printed history section),02/07 at Wyoming* W 87-69,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
