source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
iowa-state,Notre Dame,notre-dame,Notre Dame,Yes,2,1979-1980,2012-2013,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Oakland,oakland,Oakland,Yes,1,2014-2015,2014-2015,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Ohio State,ohio-state,Ohio State,Yes,7,1965-1966,2018-2019,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Oklahoma,oklahoma,Oklahoma,Yes,217,1921-1922,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Oklahoma City,oklahoma-city,Oklahoma City,No,1,1958-1959,1958-1959,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Oklahoma St.,oklahoma-state,Oklahoma State,Yes,1,1994-1995,1994-1995,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Oklahoma State,oklahoma-state,Oklahoma State,Yes,142,1926-1927,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Ole Miss,ole-miss,Ole Miss,Yes,2,2018-2019,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Omaha,omaha,Omaha,Yes,9,1975-1976,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Oregon State,oregon-state,Oregon State,Yes,4,2007-2008,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Ottumwa Naval,ottumwa-naval,Ottumwa Naval,No,5,1941-1942,1945-1946,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Penn State,penn-state,Penn State,Yes,1,1982-1983,1982-1983,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Pennsylvania,pennsylvania,Pennsylvania,Yes,1,2001-2002,2001-2002,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Pepperdine,pepperdine,Pepperdine,Yes,2,1943-1944,1993-1994,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Pittsburgh,pittsburgh,Pittsburgh,Yes,2,1981-1982,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Portland State,portland-state,Portland State,Yes,1,2005-2006,2005-2006,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Prairie View A&M,prairie-view-a-m,Prairie View A&M,Yes,2,2011-2012,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Princeton,princeton,Princeton,Yes,1,1995-1996,1995-1996,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Providence,providence,Providence,Yes,1,2011-2012,2011-2012,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Purdue,purdue,Purdue,Yes,6,1987-1988,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Purdue Fort Wayne,purdue-fort-wayne,Purdue Fort Wayne,Yes,2,2003-2004,2019-2020,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Rice,rice,Rice,Yes,3,1985-1986,2011-2012,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Richmond,richmond,Richmond,Yes,1,1995-1996,1995-1996,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Rockhurst,rockhurst,Rockhurst,No,1,1933-1934,1933-1934,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Roosevelt,roosevelt,Roosevelt,No,1,1979-1980,1979-1980,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Rutgers,rutgers,Rutgers,Yes,1,2003-2004,2003-2004,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,SE Louisiana,se-louisiana,SE Louisiana,Yes,1,2021-2022,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,SE Missouri State,southeast-missouri-state,Southeast Missouri State,Yes,2,2006-2007,2010-2011,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,SIUE,siu-edwardsville,SIU Edwardsville,Yes,1,2008-2009,2008-2009,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,SMU,smu,SMU,Yes,2,1980-1981,1981-1982,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Sacramento State,sacramento-state,Sacramento State,Yes,1,1969-1970,1969-1970,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Saint Louis,saint-louis,Saint Louis,Yes,9,1975-1976,2009-2010,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Saint Mary’s,saint-mary-s,Saint Mary’s,Yes,1,1998-1999,1998-1999,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Sam Houston State,sam-houston,Sam Houston,Yes,1,1999-2000,1999-2000,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Samford,samford,Samford,Yes,1,1995-1996,1995-1996,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,San Diego,san-diego,San Diego,Yes,1,1994-1995,1994-1995,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,San Diego State,san-diego-state,San Diego State,Yes,6,1962-1963,2018-2019,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,San Fernando State,cal-state-northridge,Cal State Northridge,Yes,2,1967-1968,1968-1969,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,San Francisco,san-francisco,San Francisco,Yes,1,1988-1989,1988-1989,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,San Francisco State,san-francisco-state,San Francisco State,No,2,1973-1974,1985-1986,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,San Jose State,san-jose-state,San Jose State,Yes,4,1973-1974,2001-2002,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Santa Clara,santa-clara,Santa Clara,Yes,1,1990-1991,1990-1991,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Savannah State,savannah-state,Savannah State,No,4,2001-2002,2016-2017,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Seton Hall,seton-hall,Seton Hall,Yes,2,2019-2020,2019-2020,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Siena,siena,Siena,Yes,1,1996-1997,1996-1997,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Simon Fraser,simon-fraser,Simon Fraser,No,1,1999-2000,1999-2000,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Simpson,simpson,Simpson,No,17,1916-1917,1950-1951,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,So. Mississippi,southern-miss,Southern Miss,Yes,2,1988-1989,2000-2001,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,South Carolina,south-carolina,South Carolina,Yes,1,2014-2015,2014-2015,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,South Dakota,south-dakota,South Dakota,Yes,12,1947-1948,1987-1988,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,South Dakota St.,south-dakota-state,South Dakota State,Yes,2,2008-2009,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,South Dakota State,south-dakota-state,South Dakota State,Yes,6,1952-1953,2020-2021,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,South Florida,south-florida,South Florida,Yes,1,2005-2006,2005-2006,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Southern,southern,Southern,Yes,4,2000-2001,2018-2019,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Southern Colorado,colorado-state-pueblo,Colorado State Pueblo,No,1,1972-1973,1972-1973,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Southern Ill.,southern-illinois,Southern Illinois,Yes,1,2001-2002,2001-2002,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Southern Miss,southern-miss,Southern Miss,Yes,1,2019-2020,2019-2020,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Southern Miss.,southern-miss,Southern Miss,Yes,1,1984-1985,1984-1985,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Southern Utah,southern-utah,Southern Utah,Yes,1,1992-1993,1992-1993,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Southern-N.O.,southern-university-at-new-orleans,Southern University at New Orleans,No,1,1998-1999,1998-1999,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,St. Cloud State,st-cloud-state,St. Cloud State,No,2,1979-1980,1983-1984,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,St. John's,st-john-s,St. John's,Yes,1,2025-2026,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,St. John’s,st-john-s,St. John's,Yes,2,1948-1949,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Stanford,stanford,Stanford,Yes,1,1951-1952,1951-1952,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Stonehill College,stonehill,Stonehill,Yes,1,2025-2026,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Syracuse,syracuse,Syracuse,Yes,3,1948-1949,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,TAMU-CC,texas-a-m-corpus-christi,Texas A&M-Corpus Christi,Yes,2,1999-2000,2013-2014,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,TCU,tcu,TCU,Yes,33,1974-1975,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Temple,temple,Temple,Yes,1,1990-1991,1990-1991,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Tennessee,tennessee,Tennessee,Yes,4,1968-1969,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Tennessee State,tennessee-state,Tennessee State,Yes,5,1995-1996,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Tennessee Tech,tennessee-tech,Tennessee Tech,Yes,1,2000-2001,2000-2001,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Texas,texas,Texas,Yes,49,1966-1967,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Texas A&M,texas-a-m,Texas A&M,Yes,21,1996-1997,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Texas Southern,texas-southern,Texas Southern,Yes,6,1992-1993,2018-2019,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Texas Tech,texas-tech,Texas Tech,Yes,48,1955-1956,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Texas-Arlington,ut-arlington,UT Arlington,Yes,1,1986-1987,1986-1987,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,The Citadel,the-citadel,The Citadel,Yes,1,2016-2017,2016-2017,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Toledo,toledo,Toledo,Yes,3,1961-1962,1989-1990,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Troy,troy,Troy,Yes,1,2000-2001,2000-2001,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Truman State,truman-state,Truman State,No,2,1952-1953,1982-1983,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Tulsa,tulsa,Tulsa,Yes,5,1955-1956,2017-2018,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,U.S. International,u-s-international,U.S. International,No,1,1987-1988,1987-1988,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UAB,uab,UAB,Yes,2,1978-1979,2014-2015,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UC Davis,uc-davis,UC Davis,Yes,1,2008-2009,2008-2009,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UC Riverside,uc-riverside,UC Riverside,Yes,1,2006-2007,2006-2007,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UC-Davis,uc-davis,UC Davis,Yes,1,1972-1973,1972-1973,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UC-Santa Barbara,uc-santa-barbara,UC Santa Barbara,Yes,1,1972-1973,1972-1973,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UCF,ucf,UCF,Yes,4,2023-2024,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UCLA,ucla,UCLA,Yes,7,1958-1959,1999-2000,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UCSB,uc-santa-barbara,UC Santa Barbara,Yes,2,1971-1972,1988-1989,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UIC,uic,UIC,Yes,4,1988-1989,2000-2001,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UL-Monroe,ul-monroe,UL Monroe,Yes,1,2006-2007,2006-2007,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UMass,massachusetts,Massachusetts,Yes,1,1991-1992,1991-1992,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UNC Charlotte,charlotte,Charlotte,Yes,1,1991-1992,1991-1992,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
